urn,path,genre,structural_type,div_subtypes,milestone_units,issues
tlg0057.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg008/tlg0057.tlg008.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg009/tlg0057.tlg009.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg009.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg009/tlg0057.tlg009.1st1K-grc2.xml,prose-philosophy,mixed,book|chapter,ed1page|lineno,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg010.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg010/tlg0057.tlg010.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg011/tlg0057.tlg011.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg012/tlg0057.tlg012.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg013.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg013/tlg0057.tlg013.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg014.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg014/tlg0057.tlg014.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg015.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg015/tlg0057.tlg015.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg016.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg016/tlg0057.tlg016.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg017.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg017/tlg0057.tlg017.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg018.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg018/tlg0057.tlg018.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg019.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg019/tlg0057.tlg019.1st1K-grc1.xml,prose-philosophy,mixed,chapter,lineno|ms1folio|sentence,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg019.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg019/tlg0057.tlg019.opp-grc1.xml,prose-philosophy,mixed,section,altpage|chapter,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg020.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg020/tlg0057.tlg020.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg021.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg021/tlg0057.tlg021.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg022.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg022/tlg0057.tlg022.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg023.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg023/tlg0057.tlg023.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg024.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg024/tlg0057.tlg024.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg025.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg025/tlg0057.tlg025.1st1K-grc1.xml,prose-philosophy,mixed,work,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg027.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg027/tlg0057.tlg027.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg028.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg028/tlg0057.tlg028.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg029.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg029/tlg0057.tlg029.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg030.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg030/tlg0057.tlg030.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg031.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg031/tlg0057.tlg031.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg032.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg032/tlg0057.tlg032.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg033.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg033/tlg0057.tlg033.1st1K-grc1.xml,prose-philosophy,mixed,section,Kühn_page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg034.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg034/tlg0057.tlg034.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|lineno,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg034.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg034/tlg0057.tlg034.1st1K-grc2.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg035.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg035/tlg0057.tlg035.1st1K-grc2.xml,prose-philosophy,mixed,work,ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg035.1st1K-grc3,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg035/tlg0057.tlg035.1st1K-grc3.xml,prose-philosophy,div-based,chapter,,
tlg0057.tlg036.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg036/tlg0057.tlg036.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg037.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg037/tlg0057.tlg037.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter|section,page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg038.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg038/tlg0057.tlg038.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg039.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg039/tlg0057.tlg039.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg040.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg040/tlg0057.tlg040.1st1K-grc1.xml,prose-philosophy,mixed,book,ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg041.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg041/tlg0057.tlg041.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg042.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg042/tlg0057.tlg042.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg043.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg043/tlg0057.tlg043.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg044.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg044/tlg0057.tlg044.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg045.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg045/tlg0057.tlg045.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg046.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg046/tlg0057.tlg046.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg047.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg047/tlg0057.tlg047.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg048.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg048/tlg0057.tlg048.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg049.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg049/tlg0057.tlg049.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg050.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg050/tlg0057.tlg050.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg051.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg051/tlg0057.tlg051.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg052.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg052/tlg0057.tlg052.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg053.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg053/tlg0057.tlg053.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg054.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg054/tlg0057.tlg054.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg055.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg055/tlg0057.tlg055.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg056.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg056/tlg0057.tlg056.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg057.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg057/tlg0057.tlg057.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg058.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg058/tlg0057.tlg058.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg059.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg059/tlg0057.tlg059.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg060.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg060/tlg0057.tlg060.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg061.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg061/tlg0057.tlg061.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg062.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg062/tlg0057.tlg062.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg063.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg063/tlg0057.tlg063.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg0057.tlg064.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg064/tlg0057.tlg064.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg065.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg065/tlg0057.tlg065.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg066.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg066/tlg0057.tlg066.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg067.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg067/tlg0057.tlg067.1st1K-grc1.xml,prose-philosophy,mixed,book|chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg068.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg068/tlg0057.tlg068.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg069.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg069/tlg0057.tlg069.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg070.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg070/tlg0057.tlg070.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg071.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg071/tlg0057.tlg071.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg072.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg072/tlg0057.tlg072.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg073.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg073/tlg0057.tlg073.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg0057.tlg073.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg073/tlg0057.tlg073.1st1K-grc2.xml,prose-philosophy,div-based,chapter|section,,
tlg0057.tlg074.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg0057/tlg074/tlg0057.tlg074.1st1K-grc1.xml,prose-philosophy,mixed,chapter,ed1page|ed2page,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
